text,task,label
"""They are pointing fingers leaving deeper self-examination untouched.""

And you never point fingers?",toxic,clean
Says his Act 10 reforms have saved the taxpayers some $3 billion.,claim,factual
Usually best not to act based on your suspicions.,toxic,clean
The only segment in the beer market that is growing is the craft beer segment.,claim,factual
"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",claim,misleading
"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.",fallacy,false causality
The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.,claim,misleading
"Hello Jack,

I am fine with that but we have different goals. I hired Trump to turn this country around, beat ISIS and make my retirement accounts go up. I don't care whom Trump sleeps with, how much money he or his family makes, if he is trustworthy, I don't care about humility either.  I am cool with you having you standards I hope you can respect mine.  

Cheers",toxic,clean
"Well you support neo-fascists by supporting our government.
And you feel it is appropriate to post anything?",toxic,clean
U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,claim,misleading
"When Washington liberals wanted to take away our guns, Chet said no.",claim,misleading
"Careful there, Kurgan, you might be calling for the elimination of homosexual priests from the Church.",toxic,toxic
Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,fallacy,circular reasoning
"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.",claim,factual
"Are you suggesting it irrelevant to oppose racism and denounce vandalism?  If so, I'd like to read your rationale for doing so.  Thanks, Gary Crum",toxic,clean
"""You're not Kenyan enough to be a good leader in Kenya.""",fallacy,intentional
"Respecting Pope Francis's priorities (and an American national priority), an aspect of common urgency is to drain the swamp of male-ego self-satiety. Humanity, and our Church specifically, suffers the arrogant frustration of male-cultic self-superiority.",toxic,toxic
"The grasslands , crops , forests and territorial waters of Australia absorb more carbon dioxide than Australia emits . Australia should demand the Paris Accord shell out some of the billions sloshing around in the climate business .",fallacy,intentional
We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,claim,factual
someone who is poor is more credible than someone who is rich?,fallacy,fallacy of credibility
"The new iPhone comes out this weekend! If you don't get it, you're not cool!",fallacy,ad populum
"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",claim,misleading
"It ’ s a slow , gradual attack , but it threatens the safety and security of the United States . ”",fallacy,faulty generalization
"I actually don't think Obama should've said anything. The Trump Campaign would've played that up to their advantage while it could be construed that Obama didn't have the confidence in the Clinton Campaign to win. But ya know, hindsight.",toxic,clean
Thanks Anna!!,toxic,clean
"Changing the rotors and pads at 100K is not bad, especially if the rotors are scored. It's quite possible that machining the rotors would reduce the allowable thickness below the minimum. Buy OEM pads and rotors, as not all aftermarket pads are created equal. The last thing you need is cheap pads and rotors increasing your stopping distance by 10 metres.",toxic,clean
"There is such a thing as rational fear concerning the Islamist political ideology. ""Islamophobia"" implies an irrational fear and it is a condescending term that is meant to slam the door shut against any critique of Islam, and against any free speech on this topic . Canadians have a right to fear sharia law and much of the doctrines of fundamentalist Islam.",toxic,clean
"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy.",fallacy,fallacy of credibility
Photos prove the Denver light rail system has low ridership.,claim,misleading
Come on! Everyone else thinks the movie is great - you should too!,fallacy,ad populum
"CBS 60 minutes did a story about the H-1B program.  A MUST WATCH!
It  was shocking to see how Americans are losing their Jobs because of this program. And get this! That out going American employee,who is losing his or her job is required to TRAIN that foreign employee. IMHO this sucks! 
They / Democrats try to justify the importance of the H-1B program and their foreign employee recruiter ,because they are simply more qualified!  Haaaaaaaaaaaaaaaa!
This  originally was a good bill, with good intentions like jobs for Americans until the Democrat's  and their ""Over Lords"" like Apple, Microsoft,Facebook, and Google mucked it all  up! They were the ones in fact profiting from this H-1B program. Why you say? Cheap Labor.
Even though you may disagree with Trump, POTUS Trump, & CBS 60 minutes got this one right.! MAGA! IMUA! Trump. IMUA!",toxic,clean
The spillover violence (from Mexico) in Texas is real and it is escalating.,claim,misleading
A smoke screen to cover the truth; a clue that is misleading or distracting.,fallacy,fallacy of relevance
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost. This is an example of which logical fallacy?",fallacy,faulty generalization
"""Funny the alt right websites stated this several years ago. Of course they were discredited for loony conspiracy theories.""

Exactly like all of the lies Hilary Clinton was spinning before her data got leaked and she was outed as a total liar.  Not that it means we should believe ""alt-right"" sources out of hand, but it absolutely proves that you can't immediately dismiss them.  

Which is why, when anyone on these forums snarkily says ""what's your source?  Breitbart?"", I instantly assume they are just a partisan fool with no intention of having a serious discussion.  It's almost to a point where ""alt-right"" deserves its own section under Godwin's Law.",toxic,clean
lets have a minimalist government. No Senate; no Governor General; 5 provinces; half as many municipalities,toxic,clean
It says in the Constitution that one of the duties of the federal government is to regulate commerce.,toxic,clean
"Were are, or at least I am making fun of these so called professionals......ever wonder why the buy recommondation is on when the stock is at record highs, and the sell side is on when it is at or close to new lows.   ITs actually quite comical if you follow these motley fools. 
Did you ever see any of these guys come out with a buy of Teck when it was close to the lows....ditto when it hit 3 and change years ago..........someone recommended this stock at 35 a few months ago saying their target was 73.  In the meantime there are so many new Coking coal companies coming on stream Teck is getting hit hard down over 25%

Happy investing.",toxic,toxic
"""Expanded Medicaid"" is a failure.  It in untenable.  It is completely unfair to hard working tax paying Americans.  We are footing the bills.  Americans who are able bodied should not get free health care.  Period.  Medicaid is supposed to be a limited problem to help those who cannot help themselves - the very poor Elderly and disabled and children from low income homes (even that part of the program is ripe with fraud.)",toxic,clean
I'm not sure that face covering represents an extremist view of Islam but I think it fair to state it represents a fundamentalist view.,toxic,clean
"Revealing hacked or other illegally  obtained emails/materials IS itself an abuse of power, and subjects the ab-user to appropriate discipline and punishment.",toxic,clean
"Naddy said last month that the water in Fort Mac was still burning.
Is it?",toxic,clean
"Wow, how do you get from my comment to your rant?  You must be terribly frustrated, so sorry.  Your righteous indignation political reaction will kill you with unnecessary stress.  Relax, dude, it's summer.",toxic,clean
"“This is how most schools evaluate their students, so it must be effective.”",fallacy,ad populum
And they all thought that the road to success was to stuff you in a seat with your knees folded up under your chin. I'll pay more and travel in a modicum of comfort thanks.,toxic,clean
Are Christian intervenors heard in cases involving LGBT issues?,toxic,clean
Time to elect our political leaders by lottery. Best way to get representative government.,toxic,clean
"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.",fallacy,appeal to emotion
"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican.",fallacy,intentional
"Dan White ate a lot of Twinkies and then killed the Mayor of San Francisco. If I were a mayor, I’d ban Twinkies so no one would kill me.",fallacy,false causality
"Using a cellphone (for anything) while driving should be outlawed.  Here & everywhere.  It's equivalent to driving drunk (according to research), and it's causing accidents to rise again, after they declined due to less drunk driving.",toxic,clean
Deliberately using a fake issue or argument against someone because it’s easier to prove wrong than the real issue would be,fallacy,fallacy of extension
Weve lost 26 million jobs since (Obamas) been president.,claim,misleading
Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.,claim,misleading
"""A savvy manager could have prevented this from happening""

You don't know that.  The man apparently was mentally ill.  No telling what the outcome would have been.  It's simply a sad situation.",toxic,clean
"Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Bookers Newark graduate.",claim,misleading
"Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .",fallacy,appeal to emotion
"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a textbook in my medical exam.",fallacy,fallacy of logic
"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",fallacy,ad hominem
Obama Announces Plans For A Third Term Presidential Run,claim,misleading
Says Donald Trump never said that more nations should get nuclear weapons.,claim,misleading
St. Pete Beachs local version of Amendment 4 resulted in seemingly endless lawsuits (that) decimated the citys legal budget and forced the city to raise the property tax rate.,claim,opinion
Says Barack Obama is the only president to ever cut $500 billion from Medicare.,claim,misleading
"Florida ""has the second-highest foreclosure rate in the nation.""",claim,factual
Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,fallacy,fallacy of credibility
Says abortion is the most common surgery in our country.,claim,misleading
I think your support for Khadr reveals an opinion void of integrity and self-respect.,toxic,clean
"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.",claim,factual
"Significant equity gaps apparently being addressed - with women, First Peoples, peoples of colour and other diverse groups ( persons with (dis)abilities ? ) underrepresented in the 1600+ Canada Research Chairs awarded across the country ( in the elite Canada Excellence Research Chairs - 26 of the 27 are men ) - but curiously the article make's no mention of the current numbers with respect to First Peoples, peoples of colour, persons with (dis)abilities, etc !?",toxic,clean
I’m surprised you didn’t get the theme of the article.,toxic,clean
Appeals to an authority that has little to nothing to do with the argument,fallacy,fallacy of credibility
"Scary fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour.",claim,opinion
"If we allow Susan to leave early, soon we'll be giving everyone Friday afternoon off.",fallacy,faulty generalization
Poor little trumpie. All the other kids are picking on him.,toxic,clean
The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .,fallacy,fallacy of logic
"Yeah but.... Trump was not ""government"" when these 'alleged wiretaps' took place, nor is Obama now.

You were saying about learning?",toxic,clean
Tik Tok is popular among teens because so many of them use it.,fallacy,circular reasoning
"""Rent control isn’t a monolith. It has been enacted (effectively) in many variations throughout the western world."" 

Very true; Al Sharpton has four rent-controlled apartments in New York City, so it seems to work really well for him.",toxic,clean
On running for the U.S. Senate as an independent.,claim,opinion
"actually the pension funds want to invest in this

if you leverage the infrastructure bank many will put money up for this since there is an actual revenue stream in return",toxic,clean
"If Hunter was human, he would be mortal. Hunter is mortal. Therefore, Hunter is a human.",fallacy,fallacy of logic
"There are not, nor have there ever been, any boycotts encouraged by our organizations.",claim,misleading
"Dustin: ""Why do you always deflect the argument by insulting me?""
Ann: ""You're ugly and poor!""",fallacy,ad hominem
I was watching the news 2 nights ago and they said the cause of the fire is still unknown...,toxic,clean
Federal law requires residents to participate in the U.S. governments American Community Survey.,claim,factual
"Yes I did, silly elf (choose a better faux name).Republican fisheries' policy was once better than Democratic fisheries' policy.",toxic,toxic
"The media shouldn't do anything but report the facts.  Period.  End of story.

They can't do this without putting in their two cents worth and their opinion.

For example, with the so-called Trump conflict of interest.  Tell us:

1.  What are the potential conflicts
2.  What Trump has said he will do
3.  Provide the pros and cons of what he said he will do
3a. What do experts say should and could realistically be done
4.  Outline the near complexity and impossibility of Trump actually winding down his holdings (it would take a decade)
5.  Outline the risk to a successful enterprise if someone who doesn't know about the enterprise runs it
7.  Provide information on federal law that says, by virtue of being president you cannot have a conflict

Don't just say, conflict, conflict, conflict ...

That is why no one trusts the MSM anymore.",toxic,clean
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,claim,factual
I loved O'Leary's analogy of Godzilla vs.Bambi. I really laughed out loud at that one!  Trump will make mincemeat out of Trudeau.,toxic,clean
"Not true.  FDR was extremely popular and extremely effective-same for many other including Reagan.. As for illegal immigration, Obama quietly and effectively deported 2.7 million illegals without all of the angst, turmoil and bluster that Trump is garnering.  Trump hasn't achieved anything yet and I wouldn't be surprised if he joins the club of impeached presidents very soon.",toxic,clean
"Spoken from a totally Western viewpoint where icons mean nothing, gnosticism denies that each human is BOTH body and soul, and rationality reigns supreme. Thus the revelation is “irrational”.

In order for the Church’s teaching to make any sense, one needs to recognize the importance Christ lent to his Body is reflected in the words “This is my Body”, in the feast of the Incarnation, and in the definitions of the Council of Ephesus (431) and the Council of Chalcedon (451). 

Then one needs to understand what a priest actually is, what function he performs, the meaning of “anamnesis”, the iconic value of the Mass, and the Church’s theology of the Eucharist.

In particular one needs to understand the theology of the letter to the Hebrews.",toxic,clean
"You guys had your chance with fixing health care.

8 yeas of Obama, lots of false promises, and the result?  You ruined it --  Obamacarewas a disaster, and a main reason you lost the election.

Enough with the pearl clutching.",toxic,clean
Why is Chris Abbott a big donor to Republican Mike Coffman of Colorado congressional campaign?,toxic,clean
Norway pays taxes to no one Albertans pay taxes to Ottawa;there is the difference.,toxic,clean
"Do not waste your money on this bomb.

A 1:50 minute movie that seemed twice as long.  Shallow cardboard character development.  A movie screaming for an editor in relation to a spitfire pilot running out of gas in in pursuit of a Messerschmitt bomber that blew up two ships (I think) or one ship with virtually the scene repeated. The movie should have been about the enormity of 100's of thousands of troops trapped on the beach and the flottilla of thousands of small boats that came to rescue them, all the while bombs are being dropped upon them.  Instead, it looked like an lineup at an airport waiting for the plane to arrive.  There could not have been more than 20 small boats and ships employed.  Instead, it was a movie about three spitfire pilots, and an English and French soldier, trying to dodge noisy bullets.  The Imax was also a flop that supported this lousy movie by being loud.

This movie did not deserve even a one star rating. The hype this movie received is an outrage!",toxic,clean
"agree or disagree, no body wants harm to come, no body wants intrusiveness to happen, no matter ideologies, everyone becomes effected by actions taken by others choices, judging things on what if without truly understanding the facts can cause real harm to the victims, while the individual whom judged things wrong does not suffer and gets to carry on with life, the parties whom find out of over reaction being charged in court of law or public opinion without merit end up spending energy time and money in fighting in defense against overzealous reaction by someone whom should not though did and could have destroyed a families chance of living life together instead the children be placed in foster care with emptiness and brokenness wanting though not receiving the love that should be between families while the parent or parents go through years of torment and agony longing for their children, safety should apply with children we agree though who's the victim the mayor or family?",toxic,clean
"Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""
What fallacy has Matt committed?",fallacy,ad hominem
"While Mandels been busy traveling the country raising campaign money, he hasnt shown up for work.",claim,opinion
"Between Austin, San Antonio, Houston and Dallas over 8,000 same-sex couples are raising children.",claim,opinion
"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.
",fallacy,appeal to emotion
"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",claim,misleading
It is obvious that Trudeau the narcissist cares only about his personal future prospects and not those of other Canadians.,toxic,clean
I just joined and took out a 5 year membership with the CPC. I predict Maxime Bernier will be Canada's next PM.,toxic,clean
"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",claim,factual
You are delusional.  Trump is dishonest and screwed every contract company he hired.  And all the people he's put in charge of different agencies are only concerned with lining their own pockets and the pockets of their rich friends.,toxic,clean
"That is racism against Africans.
.",toxic,clean
"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?",fallacy,appeal to emotion
"I grew up in northern Calif.  It was not like that 50 years ago.  But even when I was in college, southern Calif. had a reputation for being liberal.  Now, it seems to be mostly ""cultural"" Adventists down there.  I've visited Granite Bay, north of SF, and they are still conservative.  I don't think Doug Batchelor would let them go off the deep end into liberalism.  But maybe it's time to leave the State and find a church which has not lost its way.

Oh, and the pastor in the district next to mine is solid theologically, as well.  He went to Hartland, and I'm surprised the Conference hired him.  He's a good man, very evangelistically minded.",toxic,clean
"Unfortunately they were conquered. Unwilling partners in confederation.

Quebec independence in coming.

God knows they deserve their freedom. After 200 years.",toxic,clean
You really didn't read this did you?,toxic,clean
"Once again , the data does not support the claim that the United States is hotter than ever as a result of rising Carbon dioxide levels .",fallacy,fallacy of relevance
REad and ye shall weep! Or put your head in the sand as cowards do......,toxic,toxic
(John McCain) was even mentioned as a running mate with John Kerry.,claim,factual
"Perhaps these cars should be tracking how many times you trip one of the nannies. Set it off more than twice per 100km, time for a road test.  I'd probably deliberately try the lane-departure once or twice just to see what it does, but if it's being tripped repeatedly on your way home from the dealer because you're that unable to keep it between the lines... you shouldn't be driving. Period, full stop.",toxic,clean
Secretary of State A. Ralph Mollis wrongly takes credit for small-business program,claim,opinion
Says a trash mound on U.S. 290 is 800 feet tall.,claim,misleading
This is complete nonsense.  9/11 was an inside job.  The elites want war with Russia and this hacking nonsense is comparable to the WMD nonsense that went on before the Iraq War.  And even if there was some hacking from Russia (totally unproven) would you want to provoke a nuclear power over such trivial nonsense.  The world is going mad.,toxic,toxic
"All this time that you're telling me to improve, you're being lazy yourself.",fallacy,ad hominem
"There we have it the guy that grabbed people by the arm and elbowed a woman in parliament is coming to the forefront.

Bully with nice hair.

Count me in as a Canadian that does not support carbon taxing.  Count me in as a Canadian that is not having any pretend honeymoon with the Liberal party or our Bully PM.",toxic,clean
"The solution is much like the solution was last time. A bypass around downtown portland like the I-205 was. Maybe a quarter of the traffic going into downtown also goes North/West. That traffic could be removed with a direct route to the west side from Vancouver. There is a LOT of unnecessary traffic through downtown Portland.
Just count all the washington plates at Washington County employers. That is how many cars would be taken off both I-5 and the sunset hwy.",toxic,clean
"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.",claim,opinion
"Obama ""suggested bombing Pakistan.""",claim,misleading
Gas prices have gone up $2 since Obama took office.,claim,opinion
"But in other parts of Antarctica , similar shelves are holding back enormous amounts of ice , and scientists fear that their future collapse could dump enough ice into the ocean to raise the sea level by many feet .",fallacy,appeal to emotion
The one positive thing that can be said about this is that the damage control crews seem to have done their jobs. By the sounds of it that vessel could have easily gone down.,toxic,clean
"A DUI in the US isn't such a big deal as it is in Canada, sometimes a nudge, nudge, wink, wink, especially with authority figures..........but yes he does have the look of a defeated man and that could explain his fall from the top of the game to the bottom, perhaps he has an opioid problem as well, he's a human being...................",toxic,clean
This guy seems to be a cross between Warden Samuel Norton in The Shawshank Redemption & Sheriff Arpaio.,toxic,clean
“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy,fallacy of credibility
"I absolutely adore the way the left proudly demonstrates their ignorance.  Guess what MushyWaffle . . . charter schools are PUBLIC schools, supported by your tax dollars, not private or religious schools.  Guess what else MushyWaffle.  A K-12 education in the Catholic schools in Denver costs roughly the same per pupil as a K-12 education in the DPS system and a good percentage of those Catholic schools are populated with students from the poorest neighborhoods in Denver attending the schools on scholarships provided by the Catholic community.  Those students in the Catholic schools outperform their public school counterparts from the same neighborhoods in every metric.  Education is the key to escaping poverty, but so-called liberals don't want these underprivileged minority students to escape poverty despite their rhetoric to the contrary.",toxic,clean
"Well written and well thought out. Have to admit I am impressed by the fact the study was done by a broker versus CREA or TREB whose best interests are really served by ignoring the bubble.

A friend who is a broker in the west end recently posted on Facebook that if you wanted to buy a home and you have the money.. don't ....as the market is in dangerous territory and you stand a good chance of losing a lot of your equity. Wow someone who legitimately cares about his clients

Low rates, high leverage, off shore buyers and speculators spell disaster",toxic,clean
"Tomorrow, and tomorrow, and tomorrow,
Creeps in this petty pace from day to day,
To the last syllable of recorded time;
And all our yesterdays have lighted fools
The way to dusty death. Out, out, brief candle!
Life's but a walking shadow, a poor player,
That struts and frets his hour upon the stage,
And then is heard no more. It is a tale
Told by an idiot, full of sound and fury,
Signifying nothing.",toxic,toxic
Solar facilities result in the clearing and environmental degradation of huge acreages and depositing of toxins .,fallacy,fallacy of logic
"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into .",fallacy,faulty generalization
"""A person apparently hopelessly ill may be allowed to take his own life. Then he may be permitted to deputize others to do it for him should he no longer be able to act. The judgment of others then becomes the ruling factor. Already at this point euthanasia is not personal and voluntary, for others are acting on behalf of the patient as they see fit. This may well incline them to act on behalf of other patients who have not authorized them to exercise their judgment. It is only a short step, then, from voluntary euthanasia (self-inflicted or authorized), to directed euthanasia administered to a patient who has given no authorization, to involuntary euthanasia conducted as a part of a social policy.""",fallacy,faulty generalization
"“ Clouds will determine humanity ’ s fate – whether climate is an existential threat or an inconvenience that we will learn to live with , ” said Palmer . “ Most recent models suggest clouds will make matters worse . ”",fallacy,faulty generalization
"And another one bites the dust - this one a NATO member and in control of a major refugee portal to Europe.

What is the attraction of so many people to a strong man autocrat to rule them like they're sheep destined for slaughter? Daddy issues writ large?",toxic,clean
"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.",fallacy,circular reasoning
You people NEVER STOP...this a so out of control....I hope you get your ever loving socks sued off of your lying arse!,toxic,toxic
Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,claim,opinion
"What blunders would you be referring to, gadabout1?",toxic,clean
"I just watched BBC World's Dateline London show and one of the guests said a Le Pen victory in the French presidential elections would be very good for Britain in its Brexit negotiations with the EU. So, if the Macron email hack is true, and embarrassing facts are revealed, then it could be MI6. Come to think of it, it could be the CIA.",toxic,clean
War for the soul of the TxDems: 57% of Dem incumbents for Tx House LOST their primary.,claim,misleading
"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",claim,factual
The budget I managed at the Department of Education was more than $60 million.,claim,factual
And Junior Trudeau waddles on ...... sunny ways .... sunny ways,toxic,clean
"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",claim,misleading
"No need to counter Nazi sympathizers, scorn is all they deserve.",toxic,clean
"It's the only way Trudeau would ever get a doctorate.
I wonder, if people start calling him Dr. Trudeau will he realize he's being made fun of?",toxic,clean
Hillary made no secret of how she sucked up to Saudi oil princes to find her campaign. Foreign buyers  spent hundreds of millions on the old grey mare.,toxic,clean
"You talk of  ""Love"", but you left out the following;

 ""love thine enemy"", But I tell you, love your enemies and pray for those who persecute you,  
.
But love your enemies, do good to them, and lend to them without expecting to get anything back. Then your reward will be great,
.
Love your neighbor as yourself.’There is no commandment greater than these.”
.
Love is patient, love is kind. It does not envy, it does not boast, it is not proud.  It does not dishonor others, it is not self-seeking,
.
My interpretation is you must love Hillary as you do yourself as you must the fascists and Nazi's you continue to discuss. 

Once again I ask, do you follow the rule of the bible or just quote the bible?",toxic,clean
and the wet dreams of the ignorant,toxic,toxic
"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck.",fallacy,false causality
The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,fallacy,ad populum
"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",claim,opinion
"I'm certainly no fan of this DeVos billionaire, but I do not see the harm in having her come and getting a close look at Ontario's very successful public school system. If another American comes away impressed with the way we do things here, maybe we'll influence how the US evolves in the future. We won't change her mind, but her successor might do more. Teachers' unions are dumb to criticize the visit (and I'm talking as a union member). How close-minded are our educators anyway? It's troubling.",toxic,clean
"There is no concrete proof that Duterte himself is corrupt; therefore, he is an honest politician.",fallacy,intentional
"You ask your mother if you can go to the mall with your friends. She says ""no"". You ask why? She says, ""because I'm the mom and I say so"". This is an example of which logical fallacy?",fallacy,fallacy of credibility
"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.""",claim,misleading
"My first day of basketball practice was easy, so it will always be easy.",fallacy,faulty generalization
He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.,fallacy,fallacy of logic
"I wonder what the plan is when the job creators leave or don't bother and brain drain occurs. Trudeau will have achieved his ""fairness"" goal of having everyone equal - except for the public service, of course since they are more deserving. But who will fund all the feel good pet projects?",toxic,clean
"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy.",fallacy,ad hominem
They are dangerous militants out to destroy our peaceful way of life.,fallacy,appeal to emotion
"All Paul Newman movies are great.
All great movies are Oscar winners.
Therefore, all Oscar winners are Paul Newman movies.",fallacy,fallacy of logic
"There is currently no ability to vet these people, referring to Syrian refugees.",claim,misleading
The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.,claim,misleading
"The US has always needed an enemy. Makes me long for the days of communism and the evil USSR. Then again, Trumps wife was born in a communist country, so scratch that.",toxic,clean
"Because ""a good guy"" is missing from the equation?  Not a one of those guns would hurt anyone without human assistance. Perhaps restrictions or outright bans on gangs ( I know-just hypothetical to make a point) would have a far more dramatic impact on reducing violence?",toxic,clean
This is the `` hottest [ pick a season ] ever '' ; the ice caps are at a record low ; we 'll all be dead in 10 years .,fallacy,appeal to emotion
This will drive jobs away guaranteed.........among other noncompetitive policies by the fed/prov libs....this is a fact......,toxic,clean
"Future generations are bound to ask why America closed its coal-fueled generating stations , its cheapest , most plentiful source of electric power , and wasted billions of dollars trying to stop insignificant changes in imaginary phenomena .",fallacy,appeal to emotion
I won't be seeing this film because of what they did to one of the dogs forced to work on it. I don't tolerate cruelty to animals.,toxic,clean
You’re slaughtering a strawman.,toxic,toxic
Bicyclist should follow traffic laws as well as motorists follow them.  I'm not looking for perfection.,toxic,clean
"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?",fallacy,faulty generalization
Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F. Kennedy.,claim,misleading
"PS...above, you mention ""By the way, African Americans are Americans.""

Now you feel the need to qualify that?",toxic,clean
"Is that you Newt? Or is it Mr. Conspiracy Jones? Which ever the case, get over your ill founded theories.",toxic,clean
Over 5 million Filipinos use our products. It’s time to switch to our brand now!,fallacy,ad populum
A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,claim,factual
show me some facts I can approve of---just curious.,toxic,clean
"People have believed that fish is ""brain food"" for decades, so I don't believe the  FDA when they claim that eating fish does not enhance the intellect.",fallacy,fallacy of credibility
"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",claim,misleading
"I just think that the government doesn't do a good job running healthcare facilities. I'd much rather have the government subsidize the construction of a for profit facility or even not for profit in rural areas. One of the largest rural healthcare providers in the country is planned Parenthood , they receive little to no funding from the government and yet can make it work. I want to see expansion of facilities like that instead of the government owning hospitals given the government poor track record at the VA and high cost. But once again I absolutely don't think the private sector should be involved in the insurance market, single payer is the way forward and that should be government run.",toxic,clean
"Well, of course.  It is his Irish-Celtic ancestry.
.
Where do you think he got the name Baireach O'Bamaugh?",toxic,clean
"Professor X holds that the use of non-invasive ventilation has no place in the management of ARDS; this, therefore, is the approach we should adopt.",fallacy,fallacy of credibility
Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office ,claim,misleading
"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",claim,factual
Says Dwight Holton has never set foot in an Oregon courtroom.,claim,misleading
Some Republican leaders in Congress are pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.,claim,misleading
Trump wouldn't be able to do anything significant.  You gotta appreciate how powerful the check and balance system the founding fathers of the US put down 300 years ago.,toxic,clean
"As Clive Bundy and his ilk proved a couple of years ago, you can LITERALLY point assault weapons at federal agents and reap NO consequences. Have to be White though.",toxic,clean
"Timmy: Mom, what if I don’t believe in God?
Mom: Then you burn in Hell forever.  Why do you ask?
Timmy: No reason.
",fallacy,appeal to emotion
"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat.",fallacy,appeal to emotion
Says Charlie Crist raised taxes on the middle class by $2.2 billion.,claim,factual
Women make only 78 percent of what men make for the same job.,claim,misleading
"Adult supervision like Gerry ""death by a 1,000 cold cuts"" Ritz?

You can't possibly miss Harper' cast of half witz.

Freeland's doing just fine and the Liberals have been very diplomatic with a very difficult situation.",toxic,clean
